customer_id,R_score,F_score,M_score,rfm_score,persona
1839-FBNFR,5,3,2,532,Potential Loyalists
3164-AALRN,2,1,2,212,Lost Customers
3071-MVJCD,5,5,5,555,Champions
1697-BCSHV,3,4,4,344,Loyal Customers
0562-KBDVM,5,5,4,554,Champions
1131-SUEKT,3,5,5,355,Loyal Customers
3717-OEAUQ,1,1,1,111,Lost Customers
4538-WNTMJ,5,4,3,543,Potential Loyalists
3334-CTHOL,1,1,1,111,Lost Customers
4704-ERYFC,2,3,3,233,At Risk
9432-RUVSL,4,4,5,445,Champions
8060-HIWJJ,5,5,5,555,Champions
7684-XSZIY,5,5,3,553,Potential Loyalists
9089-UOWJG,3,2,2,322,About to Sleep
8621-MNIHH,1,3,4,134,At Risk
8039-ACLPL,5,5,5,555,Champions
9885-AIBVB,2,3,4,234,At Risk
1934-MKPXS,5,3,2,532,Potential Loyalists
2592-YKDIF,3,1,1,311,About to Sleep
2272-JKMSI,3,5,5,355,Loyal Customers
0471-LVHGK,3,4,4,344,Loyal Customers
9518-RWHZL,3,5,5,355,Loyal Customers
8714-CTZJW,1,1,2,112,Lost Customers
3569-EDBPQ,2,3,3,233,At Risk
3131-NWVFJ,4,2,2,422,About to Sleep
7521-YXVZY,3,1,1,311,About to Sleep
5419-CONWX,1,1,2,112,Lost Customers
6240-EURKS,2,2,2,222,Lost Customers
2373-NTKOD,2,2,2,222,Lost Customers
1970-KKFWL,5,3,2,532,Potential Loyalists
6960-HVYXR,1,1,1,111,Lost Customers
9337-SRRNI,5,5,3,553,Potential Loyalists
0895-UADGO,4,2,2,422,About to Sleep
5678-VFNEQ,3,5,5,355,Loyal Customers
5977-CKHON,2,4,4,244,At Risk
7024-OHCCK,1,1,1,111,Lost Customers
2692-BUCFV,2,3,4,234,At Risk
7861-UVUFT,1,2,3,123,Lost Customers
1830-GGFNM,5,5,5,555,Champions
5302-BDJNT,2,3,4,234,At Risk
5223-UZAVK,3,5,5,355,Loyal Customers
4859-ZSRDZ,4,4,4,444,Champions
5651-WYIPH,3,2,2,322,About to Sleep
9350-VLHMB,3,5,5,355,Loyal Customers
3498-LZGQZ,5,5,3,553,Potential Loyalists
8785-CJSHH,1,4,5,145,At Risk
5357-TZHPP,1,2,2,122,Lost Customers
3870-SPZSI,4,5,5,455,Champions
0680-DFNNY,1,2,3,123,Lost Customers
7560-QRBXH,5,4,2,542,Potential Loyalists
7077-XJMET,2,2,2,222,Lost Customers
8752-GHJFU,3,5,5,355,Loyal Customers
6896-SRVYQ,2,4,4,244,At Risk
7767-UXAGJ,1,1,1,111,Lost Customers
4652-ODEVH,5,4,3,543,Potential Loyalists
6510-UPNKS,4,3,2,432,Potential Loyalists
6718-BDGHG,4,4,4,444,Champions
9046-DQMTP,4,3,2,432,Potential Loyalists
6439-LAJXL,3,2,2,322,About to Sleep
1571-SAVHK,1,2,3,123,Lost Customers
9052-VKDUW,2,5,5,255,At Risk
9546-CQJSU,1,1,1,111,Lost Customers
1666-JZPZT,3,3,3,333,Potential Loyalists
5777-KJIRB,4,3,3,433,Potential Loyalists
0506-LVNGN,1,1,2,112,Lost Customers
7677-SJJJK,4,2,1,421,About to Sleep
2480-EJWYP,2,4,5,245,At Risk
3253-HKOKL,3,4,5,345,Loyal Customers
7055-HNEOJ,2,1,1,211,Lost Customers
5514-YQENT,4,4,5,445,Champions
3211-AAPKX,1,2,3,123,Lost Customers
8445-DNBAE,1,1,1,111,Lost Customers
2951-QOQTK,2,1,2,212,Lost Customers
2958-NHPPS,4,3,2,432,Potential Loyalists
6806-YDEUL,3,1,1,311,About to Sleep
1735-XMJVH,3,2,1,321,About to Sleep
6890-PFRQX,3,2,3,323,About to Sleep
0222-CNVPT,3,4,4,344,Loyal Customers
5899-OUVKV,2,3,4,234,At Risk
8681-ICONS,4,3,2,432,Potential Loyalists
1621-YNCJH,4,3,4,434,Loyal Customers
3473-XIIIT,1,2,3,123,Lost Customers
6362-QHAFM,2,4,5,245,At Risk
7893-IXHRQ,2,1,1,211,Lost Customers
3070-BDOQC,3,4,5,345,Loyal Customers
2952-QAYZF,1,1,2,112,Lost Customers
6234-PFPXL,2,3,4,234,At Risk
9824-QCJPK,5,3,2,532,Potential Loyalists
4763-PGDPO,1,1,2,112,Lost Customers
4283-IVYCI,3,2,2,322,About to Sleep
1866-OBPNR,1,1,1,111,Lost Customers
8205-MQUGY,3,2,2,322,About to Sleep
8970-ANWXO,3,3,3,333,Potential Loyalists
9480-BQJEI,3,5,5,355,Loyal Customers
5394-SVGJV,2,3,4,234,At Risk
6979-TNDEU,4,2,1,421,About to Sleep
9777-WJJPR,2,3,4,234,At Risk
9283-LZQOH,2,2,2,222,Lost Customers
7079-QRCBC,1,3,4,134,At Risk
9495-SKLKD,2,4,4,244,At Risk
6048-UWKAL,4,5,5,455,Champions
5067-DGXLL,3,1,1,311,About to Sleep
5469-CTCWN,3,5,5,355,Loyal Customers
9851-QXEEQ,1,4,4,144,At Risk
6281-FKEWS,3,4,4,344,Loyal Customers
8898-KASCD,4,3,3,433,Potential Loyalists
9242-TKFSV,5,5,5,555,Champions
9290-SHCMB,1,2,3,123,Lost Customers
0743-HNPFG,4,4,4,444,Champions
2277-BKJKN,3,5,5,355,Loyal Customers
9809-IMGCQ,1,3,4,134,At Risk
5208-HFSBT,2,1,1,211,Lost Customers
5035-PGZXH,2,4,5,245,At Risk
8695-WDYEA,2,1,1,211,Lost Customers
6543-JXSOO,4,3,3,433,Potential Loyalists
8016-ZMGMO,4,5,5,455,Champions
8605-ITULD,3,1,1,311,About to Sleep
3254-YRILK,1,2,3,123,Lost Customers
6416-YJTTB,2,2,2,222,Lost Customers
2667-WYLWJ,4,2,1,421,About to Sleep
4472-VESGY,3,4,5,345,Loyal Customers
3195-TQDZX,2,1,1,211,Lost Customers
3128-YOVTD,3,4,4,344,Loyal Customers
0529-ONKER,2,2,3,223,Lost Customers
1728-CXQBE,2,5,5,255,At Risk
7041-TXQJH,3,3,3,333,Potential Loyalists
5014-GSOUQ,5,2,1,521,About to Sleep
5724-BIDBU,4,4,4,444,Champions
0481-SUMCB,2,4,5,245,At Risk
1769-GRUIK,2,2,3,223,Lost Customers
5240-IJOQT,1,1,1,111,Lost Customers
8819-WFGGJ,4,5,4,454,Champions
7427-AUFPY,5,4,3,543,Potential Loyalists
2811-POVEX,2,3,4,234,At Risk
1092-GANHU,2,2,3,223,Lost Customers
7898-PDWQE,5,5,5,555,Champions
9972-EWRJS,5,5,3,553,Potential Loyalists
9314-IJWSQ,1,2,3,123,Lost Customers
0661-XEYAN,1,1,1,111,Lost Customers
5799-JRCZO,5,5,3,553,Potential Loyalists
1921-KYSAY,3,4,4,344,Loyal Customers
6198-RTPMF,1,2,3,123,Lost Customers
2924-KHUVI,2,4,5,245,At Risk
1925-GMVBW,3,1,1,311,About to Sleep
7881-EVUAD,1,1,1,111,Lost Customers
6184-DYUOB,3,1,1,311,About to Sleep
9207-ZPANB,4,3,4,434,Loyal Customers
5766-XQXMQ,3,3,3,333,Potential Loyalists
9327-QSDED,3,2,2,322,About to Sleep
1656-DRSMG,2,5,5,255,At Risk
3012-VFFMN,4,2,1,421,About to Sleep
2984-AFWNC,1,1,2,112,Lost Customers
0640-YJTPY,5,5,3,553,Potential Loyalists
8096-LOIST,2,2,3,223,Lost Customers
9764-REAFF,5,4,3,543,Potential Loyalists
3703-VAVCL,1,1,1,111,Lost Customers
7107-UBYKY,4,3,2,432,Potential Loyalists
4881-GQJTW,4,2,2,422,About to Sleep
8519-QJGJD,2,2,3,223,Lost Customers
7876-DNYAP,5,5,3,553,Potential Loyalists
7905-NJMXS,3,2,2,322,About to Sleep
2882-WDTBA,5,5,5,555,Champions
2091-GPPIQ,4,5,5,455,Champions
6326-MTTXK,1,2,2,122,Lost Customers
5071-FBJFS,3,1,1,311,About to Sleep
2796-UUZZO,3,5,5,355,Loyal Customers
2429-AYKKO,5,5,3,553,Potential Loyalists
9798-OPFEM,5,4,2,542,Potential Loyalists
0330-IVZHA,1,1,2,112,Lost Customers
3794-NFNCH,3,3,3,333,Potential Loyalists
5193-QLVZB,4,5,5,455,Champions
7114-AEOZE,5,4,3,543,Potential Loyalists
2886-KEFUM,3,5,5,355,Loyal Customers
5522-NYKPB,2,3,4,234,At Risk
4237-RLAQD,1,1,1,111,Lost Customers
9957-YODKZ,1,1,2,112,Lost Customers
6518-KZXCB,5,3,2,532,Potential Loyalists
2245-ADZFJ,4,3,4,434,Loyal Customers
7776-QGYJC,3,3,4,334,Loyal Customers
9313-QOLTZ,4,3,2,432,Potential Loyalists
9651-GTSAQ,3,4,5,345,Loyal Customers
3186-BAXNB,1,1,1,111,Lost Customers
4672-FOTSD,3,2,2,322,About to Sleep
0637-YLETY,1,2,3,123,Lost Customers
9818-XQCUV,3,1,1,311,About to Sleep
7338-ERIVA,4,3,3,433,Potential Loyalists
1157-BQCUW,1,1,1,111,Lost Customers
8259-NFJTV,3,2,1,321,About to Sleep
3223-DWFIO,1,1,1,111,Lost Customers
2660-EMUBI,1,2,2,122,Lost Customers
6968-GMKPR,2,4,5,245,At Risk
4751-ERMAN,5,5,5,555,Champions
1436-ZMJAN,2,2,2,222,Lost Customers
3292-PBZEJ,1,2,3,123,Lost Customers
0799-DDIHE,3,2,2,322,About to Sleep
3070-FNFZQ,5,3,2,532,Potential Loyalists
2812-SFXMJ,3,1,1,311,About to Sleep
7675-OZCZG,2,1,1,211,Lost Customers
5014-WUQMG,3,4,4,344,Loyal Customers
5312-TSZVC,4,2,2,422,About to Sleep
2003-CKLOR,2,5,5,255,At Risk
0993-OSGPT,4,5,4,454,Champions
9254-RBFON,3,2,3,323,About to Sleep
1205-WNWPJ,2,2,2,222,Lost Customers
9391-EOYLI,1,2,3,123,Lost Customers
7108-DGVUU,3,3,3,333,Potential Loyalists
2782-JEEBU,3,3,2,332,Potential Loyalists
5127-BZENZ,4,4,4,444,Champions
2720-FVBQP,2,1,2,212,Lost Customers
9906-NHHVC,4,5,4,454,Champions
4522-XRWWI,4,4,4,444,Champions
3766-EJLFL,4,5,5,455,Champions
5939-SXWHM,5,4,3,543,Potential Loyalists
8152-UOBNY,2,4,5,245,At Risk
7351-KYHQH,2,2,2,222,Lost Customers
7643-RCHXS,5,5,3,553,Potential Loyalists
8246-SHFGA,4,2,2,422,About to Sleep
8387-MOJJT,2,4,4,244,At Risk
0620-XEFWH,3,1,1,311,About to Sleep
6485-QXWWE,5,5,3,553,Potential Loyalists
2761-OCIAX,1,1,1,111,Lost Customers
7321-VGNKU,1,1,1,111,Lost Customers
5327-CNLUQ,4,4,5,445,Champions
7552-KEYGT,5,3,2,532,Potential Loyalists
5816-JMLGY,5,5,5,555,Champions
3068-OMWZA,1,1,1,111,Lost Customers
2927-QRRQV,2,4,4,244,At Risk
6032-KRXXO,1,3,4,134,At Risk
7459-RRWQZ,3,2,3,323,About to Sleep
6265-SXWBU,4,5,5,455,Champions
7941-RCJOW,5,5,3,553,Potential Loyalists
6374-NTQLP,4,5,5,455,Champions
4154-AQUGT,2,2,3,223,Lost Customers
2387-KDZQY,4,2,2,422,About to Sleep
3584-WKTTW,3,4,5,345,Loyal Customers
3399-BMLVW,5,4,4,544,Champions
1971-DTCZB,5,5,5,555,Champions
3092-IGHWF,4,5,5,455,Champions
3374-PZLXD,4,3,2,432,Potential Loyalists
3813-DHBBB,5,5,4,554,Champions
2812-REYAT,5,4,2,542,Potential Loyalists
6518-PPLMZ,5,4,3,543,Potential Loyalists
4939-KYYPY,3,3,3,333,Potential Loyalists
8017-LXHFA,1,3,4,134,At Risk
5930-GBIWP,5,5,5,555,Champions
6022-KOUQO,2,1,1,211,Lost Customers
6352-TWCAU,2,3,4,234,At Risk
2361-UPSND,5,4,4,544,Champions
6035-RIIOM,3,4,5,345,Loyal Customers
2929-QNSRW,2,4,5,245,At Risk
1262-OPMFY,2,2,2,222,Lost Customers
9504-DSHWM,3,2,3,323,About to Sleep
5035-BVCXS,2,2,2,222,Lost Customers
6267-DCFFZ,1,3,4,134,At Risk
3533-UVMOM,5,5,5,555,Champions
2439-LYPMQ,1,3,4,134,At Risk
4248-QPAVC,2,2,3,223,Lost Customers
1899-VXWXM,3,4,5,345,Loyal Customers
1478-VPOAD,1,1,1,111,Lost Customers
9995-HOTOH,5,5,4,554,Champions
2988-PLAHS,2,1,1,211,Lost Customers
1371-OJCEK,5,4,3,543,Potential Loyalists
4999-IEZLT,4,5,3,453,Potential Loyalists
8883-ANODQ,4,5,5,455,Champions
4690-LLKUA,2,2,2,222,Lost Customers
2351-RRBUE,4,2,1,421,About to Sleep
5980-BDHPY,5,5,5,555,Champions
1498-DQNRX,4,3,2,432,Potential Loyalists
9469-WEJBT,2,3,4,234,At Risk
3331-HQDTW,2,3,4,234,At Risk
9490-DFPMD,1,4,4,144,At Risk
2581-VKIRT,5,4,4,544,Champions
5442-XSDCW,2,2,2,222,Lost Customers
7426-WEIJX,2,4,5,245,At Risk
2851-MMUTZ,4,3,3,433,Potential Loyalists
3049-NDXFL,1,1,1,111,Lost Customers
8580-AECUZ,1,1,1,111,Lost Customers
3307-TLCUD,3,2,2,322,About to Sleep
6625-FLENO,5,4,3,543,Potential Loyalists
2967-MXRAV,3,1,1,311,About to Sleep
7963-GQRMY,2,1,1,211,Lost Customers
8189-HBVRW,3,4,5,345,Loyal Customers
4163-KIUHY,3,3,2,332,Potential Loyalists
1228-FZFRV,2,4,5,245,At Risk
3500-NSDOA,5,5,5,555,Champions
1171-TYKUR,4,4,3,443,Potential Loyalists
3761-FLYZI,2,5,5,255,At Risk
2058-DCJBE,1,1,2,112,Lost Customers
5364-XYIRR,1,4,5,145,At Risk
4829-AUOAX,2,4,4,244,At Risk
1219-NNDDO,1,2,2,122,Lost Customers
8388-DMKAE,5,2,1,521,About to Sleep
4403-BWPAY,4,2,2,422,About to Sleep
9659-QEQSY,2,4,5,245,At Risk
5405-ZMYXQ,1,2,2,122,Lost Customers
5047-LHVLY,1,1,1,111,Lost Customers
1442-OKRJE,4,5,5,455,Champions
4737-AQCPU,5,5,5,555,Champions
9158-VCTQB,2,4,5,245,At Risk
2808-CHTDM,5,3,2,532,Potential Loyalists
6311-UEUME,2,3,4,234,At Risk
0793-TWELN,1,1,2,112,Lost Customers
3283-WCWXT,5,1,1,511,About to Sleep
1060-ENTOF,3,5,5,355,Loyal Customers
0999-QXNSA,3,2,2,322,About to Sleep
5451-MHQOF,5,4,3,543,Potential Loyalists
4836-WNFNO,5,5,3,553,Potential Loyalists
9225-BZLNZ,4,5,5,455,Champions
0354-VXMJC,5,3,2,532,Potential Loyalists
4422-QVIJA,3,3,3,333,Potential Loyalists
9365-SRSZE,2,3,3,233,At Risk
6839-ITVZJ,3,3,3,333,Potential Loyalists
8332-OSJDW,4,2,2,422,About to Sleep
4735-BJKOU,5,3,2,532,Potential Loyalists
0274-JKUJR,2,2,2,222,Lost Customers
5740-YHGTW,3,5,5,355,Loyal Customers
8917-SZTTJ,5,4,3,543,Potential Loyalists
1696-MZVAU,4,3,3,433,Potential Loyalists
7359-WWYJV,4,5,5,455,Champions
0375-HVGXO,1,1,1,111,Lost Customers
4906-ZHGPK,4,4,4,444,Champions
8593-WHYHV,1,1,1,111,Lost Customers
3795-GWTRD,5,5,5,555,Champions
1298-PHBTI,4,5,5,455,Champions
6223-DHJGV,5,4,3,543,Potential Loyalists
6961-MJKBO,5,4,3,543,Potential Loyalists
6097-EQISJ,3,5,5,355,Loyal Customers
4423-YLHDV,1,3,4,134,At Risk
8158-WPEZG,2,2,2,222,Lost Customers
0107-YHINA,1,1,1,111,Lost Customers
4918-FYJNT,3,4,5,345,Loyal Customers
0727-BNRLG,4,5,5,455,Champions
4854-CIDCF,1,1,1,111,Lost Customers
8640-SDGKB,1,1,2,112,Lost Customers
3280-MRDOF,4,3,4,434,Loyal Customers
6435-SRWBJ,1,1,2,112,Lost Customers
9964-WBQDJ,5,5,3,553,Potential Loyalists
6303-KFWSL,3,3,3,333,Potential Loyalists
1702-CCFNJ,4,4,4,444,Champions
8932-CZHRQ,4,5,5,455,Champions
0386-CWRGM,5,4,3,543,Potential Loyalists
5515-RUGKN,2,2,2,222,Lost Customers
0404-AHASP,5,5,3,553,Potential Loyalists
7279-NMVJC,4,2,2,422,About to Sleep
2081-VEYEH,1,1,2,112,Lost Customers
6407-UTSLV,1,1,1,111,Lost Customers
4116-TZAQJ,2,2,2,222,Lost Customers
9060-HJJRW,3,4,4,344,Loyal Customers
2587-YNLES,5,1,1,511,About to Sleep
7398-SKNQZ,1,1,2,112,Lost Customers
5935-FCCNB,1,2,3,123,Lost Customers
1958-RNRKS,3,3,3,333,Potential Loyalists
5136-RGMZO,3,3,4,334,Loyal Customers
8345-MVDYC,5,4,4,544,Champions
8226-BXGES,4,5,5,455,Champions
3877-JRJIP,1,1,1,111,Lost Customers
8375-DKEBR,1,1,1,111,Lost Customers
9705-IOVQQ,3,5,5,355,Loyal Customers
1015-OWJKI,3,1,1,311,About to Sleep
7511-YMXVQ,1,2,2,122,Lost Customers
2040-XBAVJ,4,5,5,455,Champions
7551-JOHTI,3,1,1,311,About to Sleep
8887-IPQNC,2,2,2,222,Lost Customers
8646-JCOMS,4,5,5,455,Champions
9804-ICWBG,1,1,1,111,Lost Customers
1222-KJNZD,4,3,2,432,Potential Loyalists
0106-GHRQR,2,2,3,223,Lost Customers
5318-IXUZF,1,1,1,111,Lost Customers
3768-VHXQO,5,5,3,553,Potential Loyalists
8952-WCVCD,3,4,4,344,Loyal Customers
2418-TPEUN,5,4,3,543,Potential Loyalists
3963-RYFNS,4,5,5,455,Champions
3198-VELRD,1,1,1,111,Lost Customers
8540-ZQGEA,5,4,3,543,Potential Loyalists
1320-REHCS,2,4,5,245,At Risk
4137-JOPHL,4,4,4,444,Champions
9436-ZBZCT,1,2,3,123,Lost Customers
7801-CEDNV,4,3,3,433,Potential Loyalists
2057-BOYKM,4,5,5,455,Champions
3658-QQJYD,4,5,5,455,Champions
1803-BGNBD,3,2,2,322,About to Sleep
0134-XWXCE,4,4,4,444,Champions
6950-TWMYB,4,4,4,444,Champions
5848-FHRFC,5,5,3,553,Potential Loyalists
2243-FNMMI,4,2,2,422,About to Sleep
2511-MORQY,4,4,4,444,Champions
5356-KZCKT,5,4,3,543,Potential Loyalists
9470-XCCEM,2,3,4,234,At Risk
6519-CFDBX,1,1,1,111,Lost Customers
3902-MIVLE,5,5,5,555,Champions
0409-WTMPL,3,4,5,345,Loyal Customers
8763-KIAFH,5,3,2,532,Potential Loyalists
3669-WHAFY,4,5,5,455,Champions
3055-VTCGS,4,5,4,454,Champions
3144-KMTWZ,2,5,5,255,At Risk
7279-BUYWN,2,4,5,245,At Risk
7156-MHUGY,1,2,3,123,Lost Customers
7198-GLXTC,1,1,1,111,Lost Customers
2007-QVGAW,5,5,3,553,Potential Loyalists
5207-PLSTK,2,1,1,211,Lost Customers
2307-FYNNL,4,5,5,455,Champions
5605-XNWEN,5,5,3,553,Potential Loyalists
2155-AMQRX,3,3,3,333,Potential Loyalists
6181-AXXYF,5,5,3,553,Potential Loyalists
5091-HFAZW,1,1,1,111,Lost Customers
0516-VRYBW,5,2,2,522,About to Sleep
2519-LBNQL,2,4,5,245,At Risk
8623-ULFNQ,2,3,3,233,At Risk
8380-PEFPE,1,1,1,111,Lost Customers
5687-DKDTV,3,1,1,311,About to Sleep
1568-LJSZU,5,5,5,555,Champions
7530-HDYDS,3,3,4,334,Loyal Customers
7789-HKSBS,3,4,5,345,Loyal Customers
7416-CKTEP,5,4,3,543,Potential Loyalists
2586-CWXVV,3,4,3,343,Potential Loyalists
3096-IZETN,2,2,3,223,Lost Customers
2348-KCJLT,4,4,4,444,Champions
8401-EMUWF,3,4,4,344,Loyal Customers
4193-IBKSW,5,5,3,553,Potential Loyalists
5377-NDTOU,5,5,5,555,Champions
5922-ABDVO,2,2,3,223,Lost Customers
2474-LCNUE,2,3,3,233,At Risk
0839-QNXME,5,3,2,532,Potential Loyalists
3506-OVLKD,5,3,3,533,Potential Loyalists
9172-ANCRX,1,2,3,123,Lost Customers
6650-VJONK,1,1,1,111,Lost Customers
2178-PMGCJ,2,3,3,233,At Risk
7492-TAFJD,4,2,2,422,About to Sleep
2773-MADBQ,5,3,3,533,Potential Loyalists
6016-LVTJQ,4,3,2,432,Potential Loyalists
7860-KSUGX,5,5,5,555,Champions
8966-KZXXA,5,3,2,532,Potential Loyalists
6910-HADCM,1,1,1,111,Lost Customers
4816-LXZYW,2,3,3,233,At Risk
9606-PBKBQ,1,3,4,134,At Risk
5149-QYTTU,4,5,5,455,Champions
2070-XYMFH,2,3,3,233,At Risk
2085-BOJKI,2,2,3,223,Lost Customers
0817-HSUSE,1,1,1,111,Lost Customers
5442-PPTJY,5,2,1,521,About to Sleep
1927-QEWMY,5,5,3,553,Potential Loyalists
1663-MHLHE,3,1,1,311,About to Sleep
5663-QBGIS,4,5,5,455,Champions
4450-MDZFX,3,4,4,344,Loyal Customers
6701-DHKWQ,5,5,4,554,Champions
7554-AKDQF,3,1,2,312,About to Sleep
3536-IQCTX,2,3,4,234,At Risk
4911-BANWH,2,3,4,234,At Risk
8496-EJAUI,2,2,3,223,Lost Customers
0794-YVSGE,5,5,3,553,Potential Loyalists
5423-BHIXO,3,3,3,333,Potential Loyalists
6908-VVYHM,2,5,5,255,At Risk
2959-EEXWB,3,4,4,344,Loyal Customers
1839-UMACK,4,4,3,443,Potential Loyalists
3030-YDNRM,1,2,2,122,Lost Customers
7321-KKSDU,5,3,2,532,Potential Loyalists
3402-XRIUO,3,3,3,333,Potential Loyalists
3132-TVFDZ,2,4,4,244,At Risk
8286-AFUYI,2,1,1,211,Lost Customers
8080-DDEMJ,1,1,1,111,Lost Customers
8356-WUAOJ,1,1,1,111,Lost Customers
6365-MTGZX,1,3,4,134,At Risk
1349-WXNGG,3,1,1,311,About to Sleep
8058-DMYRU,2,4,5,245,At Risk
9350-ZXYJC,4,1,1,411,About to Sleep
6990-YNRIO,4,5,5,455,Champions
8958-JPTRR,4,4,3,443,Potential Loyalists
6959-GQEGV,3,4,4,344,Loyal Customers
3173-WSSUE,5,5,3,553,Potential Loyalists
1265-HVPZB,4,4,4,444,Champions
4115-UMJFQ,4,5,4,454,Champions
7369-TRPFD,4,2,2,422,About to Sleep
1098-KFQEC,5,4,3,543,Potential Loyalists
7190-XHTWJ,5,3,2,532,Potential Loyalists
0621-TWIEM,2,2,2,222,Lost Customers
3537-RYBHH,3,4,4,344,Loyal Customers
2485-ITVKB,1,1,1,111,Lost Customers
3669-OYSJI,2,1,1,211,Lost Customers
1612-EOHDH,1,1,1,111,Lost Customers
6702-OHFWR,1,1,1,111,Lost Customers
5296-BFCYD,5,4,2,542,Potential Loyalists
4510-PYUSH,4,3,4,434,Loyal Customers
9359-JANWS,5,5,4,554,Champions
7517-SAWMO,2,2,3,223,Lost Customers
4143-HHPMK,2,4,4,244,At Risk
3279-DYZQM,5,5,3,553,Potential Loyalists
7054-LGEQW,2,1,1,211,Lost Customers
0523-VNGTF,3,4,4,344,Loyal Customers
9575-IWCAZ,4,1,1,411,About to Sleep
7105-MXJLL,4,3,3,433,Potential Loyalists
7064-FRRSW,2,4,5,245,At Risk
7940-UQQUG,3,5,5,355,Loyal Customers
0923-PNFUB,1,1,1,111,Lost Customers
3961-SXAXY,1,1,1,111,Lost Customers
7010-BRBUU,5,5,3,553,Potential Loyalists
3566-HJGPK,1,1,1,111,Lost Customers
3062-ICYZQ,2,4,5,245,At Risk
9938-PRCVK,5,4,2,542,Potential Loyalists
0973-KYVNF,5,5,5,555,Champions
5129-HHMZC,5,4,4,544,Champions
9637-CDTKZ,4,5,5,455,Champions
3946-JEWRQ,2,4,5,245,At Risk
7873-CVMAW,5,5,5,555,Champions
0463-WZZKO,3,1,1,311,About to Sleep
3494-JCHRQ,1,1,1,111,Lost Customers
6474-FVJLC,1,1,1,111,Lost Customers
4524-QCSSM,3,3,3,333,Potential Loyalists
5832-EXGTT,3,3,3,333,Potential Loyalists
8840-DQLGN,2,3,4,234,At Risk
2039-JONDJ,4,3,3,433,Potential Loyalists
7217-JYHOQ,4,3,3,433,Potential Loyalists
6695-FRVEC,5,5,4,554,Champions
4547-LYTDD,2,2,3,223,Lost Customers
9894-QMIMJ,4,3,3,433,Potential Loyalists
8069-YQQAJ,2,2,2,222,Lost Customers
6770-XUAGN,2,1,1,211,Lost Customers
4193-ORFCL,2,1,1,211,Lost Customers
1636-NTNCO,1,1,1,111,Lost Customers
3466-WAESX,3,2,3,323,About to Sleep
9281-PKKZE,2,4,3,243,At Risk
3638-VBZTA,5,5,5,555,Champions
7459-IMVYU,4,3,4,434,Loyal Customers
7776-QWNFX,3,3,3,333,Potential Loyalists
6689-TCZHQ,1,1,2,112,Lost Customers
8563-OYMQY,2,2,3,223,Lost Customers
0754-EEBDC,5,1,1,511,About to Sleep
5777-ZPQNC,4,2,1,421,About to Sleep
1951-IEYXM,5,5,5,555,Champions
3318-NMQXL,1,1,2,112,Lost Customers
3143-ILDAL,2,4,5,245,At Risk
1022-RKXDR,4,4,3,443,Potential Loyalists
2361-FJWNO,4,3,3,433,Potential Loyalists
2272-UOINI,2,2,2,222,Lost Customers
8232-UTFOZ,5,5,3,553,Potential Loyalists
3750-YHRYO,4,2,1,421,About to Sleep
6637-KYRCV,2,1,1,211,Lost Customers
5668-MEISB,5,5,5,555,Champions
0129-QMPDR,5,4,2,542,Potential Loyalists
7188-CBBBA,3,5,5,355,Loyal Customers
5356-CSVSQ,2,1,1,211,Lost Customers
3221-CJMSG,3,3,3,333,Potential Loyalists
4720-VSTSI,2,4,4,244,At Risk
3219-JQRSL,5,5,5,555,Champions
2801-NISEI,4,3,3,433,Potential Loyalists
3946-MHCZW,2,1,1,211,Lost Customers
4623-ZKHLY,4,3,2,432,Potential Loyalists
6732-VAILE,5,5,5,555,Champions
8201-AAXCB,3,3,3,333,Potential Loyalists
7696-CFTAT,5,3,2,532,Potential Loyalists
1845-CSBRZ,2,3,3,233,At Risk
2123-VSCOT,5,4,4,544,Champions
6651-AZVTJ,1,4,5,145,At Risk
4566-GOLUK,2,4,5,245,At Risk
2484-DGXPZ,4,3,2,432,Potential Loyalists
2018-QKYGT,1,1,1,111,Lost Customers
2792-VPPET,3,1,1,311,About to Sleep
7409-JURKQ,3,4,5,345,Loyal Customers
3247-MHJKM,3,1,1,311,About to Sleep
1964-SVLEA,4,2,2,422,About to Sleep
4587-NUKOX,1,1,1,111,Lost Customers
7297-DVYGA,5,4,3,543,Potential Loyalists
2239-CGBUZ,5,4,4,544,Champions
0854-UYHZD,5,2,1,521,About to Sleep
7243-LCGGZ,3,1,1,311,About to Sleep
8267-KFGYD,3,1,1,311,About to Sleep
4890-VMUAV,5,5,5,555,Champions
9261-WDCAF,2,1,1,211,Lost Customers
3764-MNMOI,5,4,2,542,Potential Loyalists
7442-YGZFK,1,1,1,111,Lost Customers
0420-BWTPW,3,2,1,321,About to Sleep
8229-BUJHX,5,5,3,553,Potential Loyalists
7449-HVPIV,2,4,5,245,At Risk
5504-WSIUR,4,5,5,455,Champions
8183-ONMXC,1,1,1,111,Lost Customers
8466-PZBLH,4,5,5,455,Champions
9614-RMGHA,2,5,5,255,At Risk
8735-IJJEG,3,2,2,322,About to Sleep
0564-MUUQK,2,2,3,223,Lost Customers
5054-IEXZT,1,1,1,111,Lost Customers
5834-ASPWA,1,1,1,111,Lost Customers
0701-RFGFI,2,4,5,245,At Risk
0019-EFAEP,4,5,5,455,Champions
5619-PTMIK,3,4,4,344,Loyal Customers
3737-XBQDD,2,3,4,234,At Risk
5882-CMAZQ,2,1,1,211,Lost Customers
5846-QFDFI,3,3,4,334,Loyal Customers
