customer_id,customer_segment
2632-TACXW,Gold
8146-QQKZH,Platinum
1767-CJKBA,Gold
6445-TNRXS,Platinum
4581-LNWUM,Gold
4869-EPIUS,Platinum
9948-YPTDG,Platinum
1236-WFCDV,Platinum
1915-OAKWD,Gold
7296-PIXQY,Gold
4883-QICIH,Gold
3354-OADJP,Gold
3524-WQDSG,Platinum
0810-DHDBD,Platinum
4026-SKKHW,Gold
2829-HYVZP,Gold
8329-IBCTI,Gold
1271-SJBGZ,Gold
3845-JHAMY,Gold
7013-PSXHK,Platinum
5669-SRAIP,Gold
5981-ITEMU,Platinum
3486-NPGST,Gold
6941-PMGEP,Silver
1624-WOIWJ,Gold
2074-GKOWZ,Silver
0376-YMCJC,Platinum
6100-FJZDG,Gold
4829-ZLJTK,Platinum
1730-VFMWO,Gold
7143-BQIBA,Gold
3800-LYTRK,Gold
0634-SZPQA,Platinum
9646-NMHXE,Gold
7030-NJVDP,Platinum
5536-RTPWK,Platinum
8883-GRDWQ,Gold
6166-ILMNY,Silver
3097-NNSPB,Silver
7771-ZONAT,Gold
0655-RBDUG,Silver
2111-DWYHN,Gold
4194-WHFCB,Platinum
4121-AGSIN,Gold
4361-BKAXE,Platinum
9845-PEEKO,Platinum
0455-XFASS,Silver
0301-KOBTQ,Gold
1751-NCDLI,Platinum
4367-NUYAO,Silver
9878-TNQGW,Silver
9170-ARBTB,Gold
4441-NIHPT,Gold
8999-BOHSE,Platinum
7241-AJHFS,Platinum
7029-RPUAV,Platinum
4546-FOKWR,Gold
9036-CSKBW,Platinum
5832-TRLPB,Platinum
8590-YFFQO,Platinum
8659-IOOPU,Platinum
1338-CECEE,Platinum
7439-DKZTW,Silver
4646-QZXTF,Platinum
4607-CHPCA,Platinum
9742-XOKTS,Platinum
6921-OZMFH,Gold
9578-FOMUK,Gold
4712-UYOOI,Gold
8824-RWFXJ,Silver
7722-CVFXN,Platinum
8717-VCTXJ,Gold
7363-QTBIW,Gold
4159-NAAIX,Platinum
0971-QIFJK,Gold
9397-TZSHA,Gold
3391-JSQEW,Gold
0343-QLUZP,Gold
9763-PDTKK,Silver
2176-LVPNX,Platinum
7627-JKIAZ,Platinum
3312-UUMZW,Platinum
1271-UODNO,Gold
8461-EFQYM,Gold
6900-RBKER,Platinum
6891-JPYFF,Platinum
1459-QNFQT,Platinum
1047-NNCBF,Gold
3696-XRIEN,Platinum
4081-DYXAV,Gold
0074-HDKDG,Gold
8791-GFXLZ,Gold
8111-SLLHI,Platinum
0927-LCSMG,Gold
9330-DHBFL,Platinum
0098-BOWSO,Gold
3452-ABWRL,Platinum
5859-HZYLF,Gold
8257-RZAHR,Gold
5293-WXJAK,Platinum
3156-QLHBO,Gold
2208-NQBCT,Platinum
1779-PWPMG,Platinum
6621-NRZAK,Gold
0831-JNISG,Gold
0774-IFUVM,Gold
3082-WQRVY,Gold
9553-DLCLU,Platinum
1641-BYBTK,Gold
2460-NGXBJ,Gold
2446-ZKVAF,Gold
0841-NULXI,Silver
3522-CDKHF,Gold
1430-SFQSA,Gold
0411-EZJZE,Silver
7851-WZEKY,Silver
8844-TONUD,Platinum
8807-ARQET,Gold
8992-CEUEN,Gold
4320-QMLLA,Gold
8777-PVYGU,Platinum
8292-ITGYJ,Gold
6870-ZWMNX,Platinum
0621-CXBKL,Gold
5268-DSMNQ,Platinum
5334-JLAXU,Platinum
4086-YQSNZ,Silver
6242-MBHPK,Platinum
5868-CZJDR,Gold
9359-UGBTK,Platinum
0135-NMXAP,Platinum
4782-OSFXZ,Platinum
6479-OAUSD,Gold
7129-ACFOG,Gold
4189-NAKJS,Gold
5562-BETPV,Gold
1282-IHQAC,Gold
9127-FHJBZ,Platinum
6270-OMFIW,Platinum
1641-RQDAY,Platinum
0107-WESLM,Gold
6994-ORCWG,Gold
1346-UFHAX,Gold
3992-YWPKO,Platinum
2933-XEUJM,Platinum
0125-LZQXK,Platinum
5461-QKNTN,Platinum
4835-YSJMR,Gold
8399-YNDCH,Gold
3164-YAXFY,Platinum
0887-WBJVH,Platinum
4660-IRIBM,Platinum
5673-FSSMF,Silver
7670-ZBPOQ,Platinum
8089-UZWLX,Platinum
0080-OROZO,Platinum
3916-NRPAP,Silver
6807-SIWJI,Platinum
8221-HVAYI,Platinum
1579-KLYDT,Silver
5232-NXPAY,Platinum
8967-SZQAS,Gold
4468-KAZHE,Gold
0455-ENTCR,Platinum
8944-AILEF,Gold
5542-NKVRU,Gold
7126-RBHSD,Gold
5370-IIVVL,Platinum
6789-HJBWG,Gold
3927-NLNRY,Platinum
9087-EYCPR,Gold
6791-YBNAK,Gold
6358-LYNGM,Silver
6077-BDPXA,Silver
0013-MHZWF,Gold
5494-HECPR,Silver
8268-YDIXR,Platinum
9824-BEMCV,Gold
1373-ORVIZ,Gold
4291-SHSBH,Gold
6980-IMXXE,Gold
9866-QEVEE,Platinum
9897-KXHCM,Silver
0040-HALCW,Gold
0784-GTUUK,Gold
7979-CORPM,Platinum
2294-DMMUS,Platinum
0872-JCPIB,Gold
3055-MJDSB,Gold
9091-WTUUY,Platinum
1618-CFHME,Silver
3165-HDOEW,Silver
6581-NQCBA,Gold
7115-IRDHS,Gold
8496-DMZUK,Platinum
2040-VZIKE,Platinum
9068-VPWQQ,Platinum
0178-SZBHO,Platinum
0384-RVBPI,Gold
1689-MRZQR,Gold
1299-AURJA,Gold
4525-VZCZG,Platinum
1543-LLLFT,Platinum
5835-BEQEU,Silver
2788-CJQAQ,Gold
5565-FILXA,Platinum
0319-QZTCO,Silver
2120-SMPEX,Gold
0096-FCPUF,Platinum
0668-OGMHD,Gold
5552-ZNFSJ,Silver
2223-KAGMX,Gold
6507-ZJSUR,Platinum
9408-HRXRK,Platinum
5593-SUAOO,Platinum
7321-PKUYW,Platinum
2833-SLKDQ,Silver
6766-HFKLA,Platinum
7595-EUIVN,Silver
7617-EYGLW,Gold
2026-TGDHM,Silver
9220-ZNKJI,Platinum
4030-VPZBD,Gold
2226-ICFDO,Platinum
0723-VSOBE,Gold
5529-GIBVH,Gold
4187-CINZD,Platinum
9992-UJOEL,Silver
4741-WWJQZ,Silver
6625-UTXEW,Gold
6818-WOBHJ,Platinum
6244-BESBM,Platinum
1004-NOZNR,Platinum
1251-STYSZ,Silver
2612-PHGOX,Platinum
2408-TZMJL,Platinum
8480-PPONV,Platinum
8780-IHCRN,Gold
4598-ZADCK,Platinum
1257-SXUXQ,Gold
9681-KYGYB,Platinum
7182-OVLBJ,Platinum
5095-ETBRJ,Platinum
7005-CYUIL,Platinum
4821-WQOYN,Gold
4730-AWNAU,Platinum
3452-FLHYD,Gold
2388-LAESQ,Platinum
9531-NSBMR,Gold
6260-ONULR,Silver
4389-UEFCZ,Platinum
8711-LOBKY,Gold
9134-CEQMF,Silver
8985-OOPOS,Silver
8800-ZKRFW,Platinum
2616-FLVQC,Gold
9968-FFVVH,Platinum
3108-PCCGG,Platinum
7993-PYKOF,Gold
8390-FESFV,Platinum
3022-BEXHZ,Platinum
5027-XWQHA,Gold
6248-TKCQV,Platinum
6729-GDNGC,Gold
6198-ZFIOJ,Silver
5989-OMNJE,Platinum
4566-QVRRW,Gold
1291-CUOCY,Platinum
9795-SHUHB,Platinum
3230-IUALN,Platinum
0042-RLHYP,Gold
8519-IMDHU,Platinum
4945-RVMTE,Gold
0201-OAMXR,Platinum
1866-NXPSP,Platinum
3372-KWFBM,Platinum
7831-QGOXH,Platinum
6393-WRYZE,Platinum
3941-XTSKM,Gold
1661-CZBAU,Platinum
6599-RCLCJ,Platinum
9831-BPFRI,Platinum
5158-RIVOP,Gold
9788-YTFGE,Gold
9277-JOOMO,Gold
1907-YLNYW,Gold
1725-MIMXW,Gold
8947-YRTDV,Platinum
3161-ONRWK,Platinum
0114-RSRRW,Gold
4565-NLZBV,Gold
0031-PVLZI,Gold
7206-GZCDC,Silver
6682-VCIXC,Gold
4791-QRGMF,Platinum
6475-VHUIZ,Gold
3910-MRQOY,Gold
0661-WCQNQ,Gold
7537-RBWEA,Gold
4656-CAURT,Gold
0121-SNYRK,Gold
1768-ZAIFU,Gold
4671-LXRDQ,Silver
3733-LSYCE,Gold
6265-FRMTQ,Gold
1934-SJVJK,Gold
3838-OZURD,Platinum
1371-DWPAZ,Silver
9269-CQOOL,Silver
2017-CCBLH,Gold
7690-KPNCU,Platinum
0536-BGFMZ,Gold
2293-IJWPS,Platinum
2845-HSJCY,Platinum
5469-NUJUR,Gold
1184-PJVDB,Gold
2625-TRCZQ,Gold
4102-HLENU,Platinum
7266-GSSJX,Gold
7722-VJRQD,Platinum
7073-QETQY,Gold
9415-DPEWS,Platinum
5624-RYAMH,Gold
0196-JTUQI,Gold
7130-YXBRO,Platinum
9272-LSVYH,Gold
7943-RQCHR,Platinum
3793-MMFUH,Platinum
3249-ZPQRG,Silver
2568-BRGYX,Silver
3084-DOWLE,Platinum
1084-MNSMJ,Platinum
7721-JXEAW,Gold
7249-WBIYX,Gold
4238-HFHSN,Platinum
6250-CGGUN,Platinum
5478-JJVZK,Platinum
7596-IIWYC,Gold
6567-HOOPW,Silver
9793-WECQC,Platinum
4291-HPAXL,Gold
8999-YPYBV,Platinum
1839-FBNFR,Gold
3164-AALRN,Silver
3071-MVJCD,Platinum
1697-BCSHV,Platinum
0562-KBDVM,Platinum
1131-SUEKT,Platinum
3717-OEAUQ,Silver
4538-WNTMJ,Gold
3334-CTHOL,Silver
4704-ERYFC,Gold
9432-RUVSL,Platinum
8060-HIWJJ,Platinum
7684-XSZIY,Gold
9089-UOWJG,Gold
8621-MNIHH,Platinum
8039-ACLPL,Platinum
9885-AIBVB,Platinum
1934-MKPXS,Gold
2592-YKDIF,Gold
2272-JKMSI,Platinum
0471-LVHGK,Platinum
9518-RWHZL,Platinum
8714-CTZJW,Silver
3569-EDBPQ,Platinum
3131-NWVFJ,Gold
7521-YXVZY,Gold
5419-CONWX,Silver
6240-EURKS,Gold
2373-NTKOD,Gold
1970-KKFWL,Gold
6960-HVYXR,Silver
9337-SRRNI,Gold
0895-UADGO,Gold
5678-VFNEQ,Platinum
5977-CKHON,Platinum
7024-OHCCK,Silver
2692-BUCFV,Platinum
7861-UVUFT,Gold
1830-GGFNM,Platinum
5302-BDJNT,Platinum
5223-UZAVK,Platinum
4859-ZSRDZ,Platinum
5651-WYIPH,Gold
9350-VLHMB,Platinum
3498-LZGQZ,Gold
8785-CJSHH,Platinum
5357-TZHPP,Silver
3870-SPZSI,Platinum
0680-DFNNY,Platinum
7560-QRBXH,Gold
7077-XJMET,Platinum
8752-GHJFU,Platinum
6896-SRVYQ,Gold
7767-UXAGJ,Silver
4652-ODEVH,Gold
6510-UPNKS,Gold
6718-BDGHG,Platinum
9046-DQMTP,Gold
6439-LAJXL,Platinum
1571-SAVHK,Platinum
9052-VKDUW,Platinum
9546-CQJSU,Silver
1666-JZPZT,Gold
5777-KJIRB,Gold
0506-LVNGN,Silver
7677-SJJJK,Gold
2480-EJWYP,Platinum
3253-HKOKL,Platinum
7055-HNEOJ,Silver
5514-YQENT,Platinum
3211-AAPKX,Platinum
8445-DNBAE,Silver
2951-QOQTK,Silver
2958-NHPPS,Gold
6806-YDEUL,Gold
1735-XMJVH,Gold
6890-PFRQX,Platinum
0222-CNVPT,Gold
5899-OUVKV,Platinum
8681-ICONS,Gold
1621-YNCJH,Platinum
3473-XIIIT,Platinum
6362-QHAFM,Platinum
7893-IXHRQ,Gold
3070-BDOQC,Platinum
2952-QAYZF,Silver
6234-PFPXL,Platinum
9824-QCJPK,Gold
4763-PGDPO,Silver
4283-IVYCI,Gold
1866-OBPNR,Silver
8205-MQUGY,Gold
8970-ANWXO,Platinum
9480-BQJEI,Platinum
5394-SVGJV,Platinum
6979-TNDEU,Gold
9777-WJJPR,Platinum
9283-LZQOH,Gold
7079-QRCBC,Platinum
9495-SKLKD,Platinum
6048-UWKAL,Platinum
5067-DGXLL,Gold
5469-CTCWN,Platinum
9851-QXEEQ,Platinum
6281-FKEWS,Gold
8898-KASCD,Gold
9242-TKFSV,Platinum
9290-SHCMB,Platinum
0743-HNPFG,Platinum
2277-BKJKN,Platinum
9809-IMGCQ,Platinum
5208-HFSBT,Silver
5035-PGZXH,Platinum
8695-WDYEA,Silver
6543-JXSOO,Gold
8016-ZMGMO,Platinum
8605-ITULD,Gold
3254-YRILK,Platinum
6416-YJTTB,Gold
2667-WYLWJ,Gold
4472-VESGY,Platinum
3195-TQDZX,Gold
3128-YOVTD,Platinum
0529-ONKER,Gold
1728-CXQBE,Platinum
7041-TXQJH,Gold
5014-GSOUQ,Gold
5724-BIDBU,Gold
0481-SUMCB,Platinum
1769-GRUIK,Gold
5240-IJOQT,Silver
8819-WFGGJ,Platinum
7427-AUFPY,Gold
2811-POVEX,Platinum
1092-GANHU,Gold
7898-PDWQE,Platinum
9972-EWRJS,Gold
9314-IJWSQ,Gold
0661-XEYAN,Gold
5799-JRCZO,Gold
1921-KYSAY,Platinum
6198-RTPMF,Platinum
2924-KHUVI,Platinum
1925-GMVBW,Gold
7881-EVUAD,Silver
6184-DYUOB,Gold
9207-ZPANB,Platinum
5766-XQXMQ,Platinum
9327-QSDED,Gold
1656-DRSMG,Platinum
3012-VFFMN,Gold
2984-AFWNC,Silver
0640-YJTPY,Gold
8096-LOIST,Gold
9764-REAFF,Gold
3703-VAVCL,Silver
7107-UBYKY,Gold
4881-GQJTW,Gold
8519-QJGJD,Gold
7876-DNYAP,Gold
7905-NJMXS,Platinum
2882-WDTBA,Platinum
2091-GPPIQ,Platinum
6326-MTTXK,Platinum
5071-FBJFS,Gold
2796-UUZZO,Platinum
2429-AYKKO,Gold
9798-OPFEM,Gold
0330-IVZHA,Silver
3794-NFNCH,Gold
5193-QLVZB,Platinum
7114-AEOZE,Gold
2886-KEFUM,Platinum
5522-NYKPB,Platinum
4237-RLAQD,Silver
9957-YODKZ,Silver
6518-KZXCB,Gold
2245-ADZFJ,Platinum
7776-QGYJC,Platinum
9313-QOLTZ,Gold
9651-GTSAQ,Platinum
3186-BAXNB,Silver
4672-FOTSD,Platinum
0637-YLETY,Platinum
9818-XQCUV,Gold
7338-ERIVA,Gold
1157-BQCUW,Silver
8259-NFJTV,Gold
3223-DWFIO,Silver
2660-EMUBI,Platinum
6968-GMKPR,Platinum
4751-ERMAN,Platinum
1436-ZMJAN,Gold
3292-PBZEJ,Platinum
0799-DDIHE,Gold
3070-FNFZQ,Gold
2812-SFXMJ,Gold
7675-OZCZG,Gold
5014-WUQMG,Platinum
5312-TSZVC,Gold
2003-CKLOR,Platinum
0993-OSGPT,Platinum
9254-RBFON,Platinum
1205-WNWPJ,Gold
9391-EOYLI,Gold
7108-DGVUU,Platinum
2782-JEEBU,Gold
5127-BZENZ,Platinum
2720-FVBQP,Gold
9906-NHHVC,Platinum
4522-XRWWI,Platinum
3766-EJLFL,Platinum
5939-SXWHM,Gold
8152-UOBNY,Platinum
7351-KYHQH,Gold
7643-RCHXS,Gold
8246-SHFGA,Gold
8387-MOJJT,Gold
0620-XEFWH,Gold
6485-QXWWE,Gold
2761-OCIAX,Silver
7321-VGNKU,Silver
5327-CNLUQ,Platinum
7552-KEYGT,Gold
5816-JMLGY,Platinum
3068-OMWZA,Silver
2927-QRRQV,Platinum
6032-KRXXO,Platinum
7459-RRWQZ,Gold
6265-SXWBU,Platinum
7941-RCJOW,Gold
6374-NTQLP,Platinum
4154-AQUGT,Platinum
2387-KDZQY,Gold
3584-WKTTW,Platinum
3399-BMLVW,Platinum
1971-DTCZB,Platinum
3092-IGHWF,Platinum
3374-PZLXD,Gold
3813-DHBBB,Platinum
2812-REYAT,Gold
6518-PPLMZ,Gold
4939-KYYPY,Gold
8017-LXHFA,Platinum
5930-GBIWP,Platinum
6022-KOUQO,Gold
6352-TWCAU,Platinum
2361-UPSND,Platinum
6035-RIIOM,Platinum
2929-QNSRW,Platinum
1262-OPMFY,Gold
9504-DSHWM,Gold
5035-BVCXS,Gold
6267-DCFFZ,Platinum
3533-UVMOM,Platinum
2439-LYPMQ,Platinum
4248-QPAVC,Platinum
1899-VXWXM,Platinum
1478-VPOAD,Silver
9995-HOTOH,Platinum
2988-PLAHS,Silver
1371-OJCEK,Gold
4999-IEZLT,Gold
8883-ANODQ,Platinum
4690-LLKUA,Gold
2351-RRBUE,Gold
5980-BDHPY,Platinum
1498-DQNRX,Gold
9469-WEJBT,Platinum
3331-HQDTW,Platinum
9490-DFPMD,Platinum
2581-VKIRT,Platinum
5442-XSDCW,Gold
7426-WEIJX,Platinum
2851-MMUTZ,Gold
3049-NDXFL,Silver
8580-AECUZ,Silver
3307-TLCUD,Gold
6625-FLENO,Gold
2967-MXRAV,Gold
7963-GQRMY,Gold
8189-HBVRW,Platinum
4163-KIUHY,Gold
1228-FZFRV,Platinum
3500-NSDOA,Platinum
1171-TYKUR,Gold
3761-FLYZI,Platinum
2058-DCJBE,Silver
5364-XYIRR,Platinum
4829-AUOAX,Platinum
1219-NNDDO,Gold
8388-DMKAE,Gold
4403-BWPAY,Gold
9659-QEQSY,Platinum
5405-ZMYXQ,Gold
5047-LHVLY,Silver
1442-OKRJE,Platinum
4737-AQCPU,Platinum
9158-VCTQB,Platinum
2808-CHTDM,Gold
6311-UEUME,Gold
0793-TWELN,Silver
3283-WCWXT,Gold
1060-ENTOF,Platinum
0999-QXNSA,Gold
5451-MHQOF,Gold
4836-WNFNO,Gold
9225-BZLNZ,Platinum
0354-VXMJC,Gold
4422-QVIJA,Gold
9365-SRSZE,Gold
6839-ITVZJ,Gold
8332-OSJDW,Gold
4735-BJKOU,Gold
0274-JKUJR,Gold
5740-YHGTW,Platinum
8917-SZTTJ,Gold
1696-MZVAU,Gold
7359-WWYJV,Platinum
0375-HVGXO,Silver
4906-ZHGPK,Platinum
8593-WHYHV,Silver
3795-GWTRD,Platinum
1298-PHBTI,Platinum
6223-DHJGV,Gold
6961-MJKBO,Gold
6097-EQISJ,Platinum
4423-YLHDV,Platinum
8158-WPEZG,Gold
0107-YHINA,Silver
4918-FYJNT,Platinum
0727-BNRLG,Platinum
4854-CIDCF,Silver
8640-SDGKB,Silver
3280-MRDOF,Platinum
6435-SRWBJ,Silver
9964-WBQDJ,Gold
6303-KFWSL,Gold
1702-CCFNJ,Platinum
8932-CZHRQ,Platinum
0386-CWRGM,Gold
5515-RUGKN,Gold
0404-AHASP,Gold
7279-NMVJC,Gold
2081-VEYEH,Silver
6407-UTSLV,Silver
4116-TZAQJ,Gold
9060-HJJRW,Platinum
2587-YNLES,Gold
7398-SKNQZ,Silver
5935-FCCNB,Platinum
1958-RNRKS,Gold
5136-RGMZO,Platinum
8345-MVDYC,Platinum
8226-BXGES,Platinum
3877-JRJIP,Silver
8375-DKEBR,Silver
9705-IOVQQ,Platinum
1015-OWJKI,Gold
7511-YMXVQ,Gold
2040-XBAVJ,Platinum
7551-JOHTI,Gold
8887-IPQNC,Gold
8646-JCOMS,Platinum
9804-ICWBG,Silver
1222-KJNZD,Gold
0106-GHRQR,Platinum
5318-IXUZF,Silver
3768-VHXQO,Gold
8952-WCVCD,Platinum
2418-TPEUN,Gold
3963-RYFNS,Platinum
3198-VELRD,Silver
8540-ZQGEA,Gold
1320-REHCS,Platinum
4137-JOPHL,Platinum
9436-ZBZCT,Platinum
7801-CEDNV,Gold
2057-BOYKM,Platinum
3658-QQJYD,Platinum
1803-BGNBD,Gold
0134-XWXCE,Platinum
6950-TWMYB,Platinum
5848-FHRFC,Gold
2243-FNMMI,Gold
2511-MORQY,Gold
5356-KZCKT,Gold
9470-XCCEM,Platinum
6519-CFDBX,Silver
3902-MIVLE,Platinum
0409-WTMPL,Platinum
8763-KIAFH,Gold
3669-WHAFY,Platinum
3055-VTCGS,Platinum
3144-KMTWZ,Platinum
7279-BUYWN,Platinum
7156-MHUGY,Platinum
7198-GLXTC,Silver
2007-QVGAW,Gold
5207-PLSTK,Silver
2307-FYNNL,Platinum
5605-XNWEN,Gold
2155-AMQRX,Gold
6181-AXXYF,Gold
5091-HFAZW,Silver
0516-VRYBW,Gold
2519-LBNQL,Platinum
8623-ULFNQ,Platinum
8380-PEFPE,Silver
5687-DKDTV,Gold
1568-LJSZU,Platinum
7530-HDYDS,Platinum
7789-HKSBS,Platinum
7416-CKTEP,Gold
2586-CWXVV,Gold
3096-IZETN,Gold
2348-KCJLT,Platinum
8401-EMUWF,Platinum
4193-IBKSW,Gold
5377-NDTOU,Platinum
5922-ABDVO,Platinum
2474-LCNUE,Platinum
0839-QNXME,Gold
3506-OVLKD,Gold
9172-ANCRX,Platinum
6650-VJONK,Silver
2178-PMGCJ,Gold
7492-TAFJD,Gold
2773-MADBQ,Platinum
6016-LVTJQ,Gold
7860-KSUGX,Platinum
8966-KZXXA,Gold
6910-HADCM,Silver
4816-LXZYW,Gold
9606-PBKBQ,Platinum
5149-QYTTU,Platinum
2070-XYMFH,Gold
2085-BOJKI,Platinum
0817-HSUSE,Silver
5442-PPTJY,Gold
1927-QEWMY,Gold
1663-MHLHE,Gold
5663-QBGIS,Platinum
4450-MDZFX,Platinum
6701-DHKWQ,Platinum
7554-AKDQF,Gold
3536-IQCTX,Platinum
4911-BANWH,Platinum
8496-EJAUI,Gold
0794-YVSGE,Gold
5423-BHIXO,Gold
6908-VVYHM,Platinum
2959-EEXWB,Gold
1839-UMACK,Gold
3030-YDNRM,Gold
7321-KKSDU,Gold
3402-XRIUO,Platinum
3132-TVFDZ,Gold
8286-AFUYI,Silver
8080-DDEMJ,Silver
8356-WUAOJ,Silver
6365-MTGZX,Platinum
1349-WXNGG,Gold
8058-DMYRU,Platinum
9350-ZXYJC,Gold
6990-YNRIO,Platinum
8958-JPTRR,Gold
6959-GQEGV,Platinum
3173-WSSUE,Gold
1265-HVPZB,Platinum
4115-UMJFQ,Gold
7369-TRPFD,Gold
1098-KFQEC,Gold
7190-XHTWJ,Gold
0621-TWIEM,Gold
3537-RYBHH,Platinum
2485-ITVKB,Gold
3669-OYSJI,Silver
1612-EOHDH,Silver
6702-OHFWR,Silver
5296-BFCYD,Gold
4510-PYUSH,Gold
9359-JANWS,Platinum
7517-SAWMO,Gold
4143-HHPMK,Platinum
3279-DYZQM,Gold
7054-LGEQW,Silver
0523-VNGTF,Platinum
9575-IWCAZ,Gold
7105-MXJLL,Gold
7064-FRRSW,Platinum
7940-UQQUG,Platinum
0923-PNFUB,Silver
3961-SXAXY,Silver
7010-BRBUU,Gold
3566-HJGPK,Silver
3062-ICYZQ,Platinum
9938-PRCVK,Gold
0973-KYVNF,Platinum
5129-HHMZC,Platinum
9637-CDTKZ,Platinum
3946-JEWRQ,Platinum
7873-CVMAW,Platinum
0463-WZZKO,Gold
3494-JCHRQ,Silver
6474-FVJLC,Silver
4524-QCSSM,Gold
5832-EXGTT,Gold
8840-DQLGN,Platinum
2039-JONDJ,Gold
7217-JYHOQ,Platinum
6695-FRVEC,Platinum
4547-LYTDD,Gold
9894-QMIMJ,Gold
8069-YQQAJ,Gold
6770-XUAGN,Gold
4193-ORFCL,Silver
1636-NTNCO,Gold
3466-WAESX,Platinum
9281-PKKZE,Gold
3638-VBZTA,Platinum
7459-IMVYU,Platinum
7776-QWNFX,Gold
6689-TCZHQ,Silver
8563-OYMQY,Platinum
0754-EEBDC,Gold
5777-ZPQNC,Gold
1951-IEYXM,Platinum
3318-NMQXL,Silver
3143-ILDAL,Platinum
1022-RKXDR,Gold
2361-FJWNO,Gold
2272-UOINI,Platinum
8232-UTFOZ,Gold
3750-YHRYO,Gold
6637-KYRCV,Gold
5668-MEISB,Platinum
0129-QMPDR,Gold
7188-CBBBA,Platinum
5356-CSVSQ,Silver
3221-CJMSG,Gold
4720-VSTSI,Platinum
3219-JQRSL,Platinum
2801-NISEI,Gold
3946-MHCZW,Silver
4623-ZKHLY,Gold
6732-VAILE,Platinum
8201-AAXCB,Gold
7696-CFTAT,Gold
1845-CSBRZ,Platinum
2123-VSCOT,Platinum
6651-AZVTJ,Platinum
4566-GOLUK,Platinum
2484-DGXPZ,Gold
2018-QKYGT,Silver
2792-VPPET,Gold
7409-JURKQ,Platinum
3247-MHJKM,Gold
1964-SVLEA,Gold
4587-NUKOX,Silver
7297-DVYGA,Gold
2239-CGBUZ,Platinum
0854-UYHZD,Gold
7243-LCGGZ,Gold
8267-KFGYD,Gold
4890-VMUAV,Platinum
9261-WDCAF,Silver
3764-MNMOI,Gold
7442-YGZFK,Silver
0420-BWTPW,Gold
8229-BUJHX,Gold
7449-HVPIV,Platinum
5504-WSIUR,Platinum
8183-ONMXC,Silver
8466-PZBLH,Platinum
9614-RMGHA,Platinum
8735-IJJEG,Gold
0564-MUUQK,Platinum
5054-IEXZT,Silver
5834-ASPWA,Silver
0701-RFGFI,Platinum
0019-EFAEP,Platinum
5619-PTMIK,Gold
3737-XBQDD,Platinum
5882-CMAZQ,Gold
5846-QFDFI,Platinum
4445-KWOKW,Platinum
3511-APPBJ,Platinum
7967-HYCDE,Gold
2430-RRYUW,Platinum
3948-XHGNA,Gold
3723-BFBGR,Gold
0565-IYCGT,Platinum
5447-WZAFP,Platinum
5110-CHOPY,Platinum
5445-UTODQ,Silver
4425-OWHWB,Gold
7892-QVYKW,Platinum
9675-ICXCT,Platinum
1024-VRZHF,Gold
4703-MQYKT,Gold
9497-QCMMS,Silver
5692-ICXLW,Platinum
0602-DDUML,Platinum
2208-MPXIO,Gold
1960-UYCNN,Platinum
0348-SDKOL,Platinum
3190-FZATL,Gold
7336-RLLRH,Platinum
4373-MAVJG,Platinum
8901-HJXTF,Gold
7710-JSYOA,Platinum
5419-KLXBN,Platinum
3424-NMNBO,Platinum
9885-MFVSU,Gold
4514-GFCFI,Platinum
0607-MVMGC,Platinum
3365-SAIGS,Platinum
9828-AOQLM,Silver
8022-BECSI,Gold
8000-REIQB,Silver
9993-LHIEB,Platinum
0266-CLZKZ,Platinum
7615-ESMYF,Silver
3858-VOBET,Gold
7020-OZKXZ,Gold
3977-QCRSL,Gold
0017-DINOC,Gold
1447-PJGGA,Platinum
8565-CLBZW,Platinum
9139-WQQDY,Platinum
0224-HJAPT,Gold
8086-OVPWV,Silver
9430-FRQOC,Silver
7639-OPLNG,Platinum
3074-GQWYX,Silver
1492-QGCLU,Platinum
6845-RGTYS,Platinum
7328-OWMOM,Gold
4418-LZMSV,Gold
5155-AZQPB,Gold
8861-HGGKB,Gold
1087-GRUYI,Gold
7065-YUNRY,Silver
7694-VLBWQ,Platinum
2546-KZAAT,Platinum
0181-RITDD,Platinum
5989-PGKJB,Platinum
4795-KTRTH,Silver
8272-ONJLV,Platinum
1488-PBLJN,Platinum
0308-GIQJT,Platinum
3778-FOAQW,Gold
4452-ROHMO,Gold
6481-OGDOO,Platinum
3090-LETTY,Silver
5349-AZPEW,Gold
3753-TSEMP,Platinum
8305-VHZBZ,Gold
9720-JJJOR,Platinum
8100-HZZLJ,Platinum
8775-ERLNB,Silver
8309-IEYJD,Silver
9172-JITSM,Platinum
6298-QDFNH,Gold
7398-HPYZQ,Platinum
3546-GHEAE,Gold
7361-YPXFS,Platinum
6557-BZXLQ,Gold
2550-QHZGP,Gold
7519-JTWQH,Platinum
2538-OIMXF,Gold
8543-MSDMF,Silver
9961-JBNMK,Platinum
1170-SASML,Platinum
4872-JCVCA,Platinum
5346-BZCHP,Gold
2038-LLMLM,Platinum
6173-ITPWD,Platinum
9734-UYXQI,Silver
1216-BGTSP,Platinum
4138-NAXED,Platinum
2189-UXTKY,Platinum
0744-BIKKF,Platinum
7483-IQWIB,Platinum
5248-KWLAR,Platinum
4958-GZWIY,Gold
7996-MHXLW,Gold
7833-PKIHD,Platinum
7061-OVMIM,Gold
5153-RTHKF,Platinum
1852-QSWCD,Gold
4832-VRBMR,Platinum
9079-LWTFD,Platinum
6356-ELRKD,Silver
